Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
2000_United States of America,105.33097,100.72995999999999,,97.44243,85.54782,102.52248,,95.00587,86.90575,,85.54286,,95.9091,97.71185,98.54847,,,95.10557,85.29489000000001,,,,,,,,6.05103,5.64579,11.696819999999999,,,,,,,,,,17.8101,81.83991999999999
2000_Uruguay,101.04805,109.0212,83.31127,103.81499000000001,86.62703,109.42673,33.8896,,,,,,,,,,,,,,,,8.89855,,,,6.60003,5.91235,12.51238,,81.46546,,8.97476,,,,,,,
2000_Viet Nam,108.00573,108.75121000000001,,,,80.92461999999999,9.41338,97.23602,,69.61837,,69.8359,97.37002,97.71419,84.49808,,,,50.15251,21.82272,,,3.33336,15.501920000000002,1.93125,2.6299799999999998,5.4541900000000005,,,78.17728000000001,93.42328,,2.79168,1.9832,49.84749,,18.04042,29.7491,,
2003_Albania,99.47910999999999,100.46332,66.85421,83.68775,52.0971,97.98091,16.73955,92.11883,,,88.09263,,92.11883,92.11883,,,,,,,,79.34744,2.8141599999999998,,,7.88117,3.9999300000000004,6.05016,10.050089999999999,,,,2.12673,3.95344,,,,,6.13226,93.86774
2003_Algeria,96.50098,106.00296999999999,69.02716,89.26926999999999,48.376670000000004,99.11128000000001,18.4674,92.47238,,,90.91963,,94.42611,94.42611,,,,,,23.07822,84.58693000000001,,11.60591,,24.37505,5.5738900000000005,6.318969999999999,4.42404,10.74301,76.92178,93.79602,,11.49887,22.667579999999997,,,,,,
2003_Argentina,109.62897,116.50336000000001,94.5957,106.27671000000001,74.92318,116.04521000000001,64.80838,98.99138,79.16766,80.80256,98.86681999999999,81.84255,99.54385,99.78081999999999,98.36863000000001,58.914030000000004,98.22621,99.66336,81.18171,13.465929999999998,104.15357,80.97338,6.34149,1.63137,9.43647,0.45615,7.03787,5.8234,12.86127,86.53407,96.70928,10.06902,6.48655,8.39173,18.81829,51.47936,5.21519,10.11261,,
2003_Australia,,101.40074,,,,,,94.59748,,,72.1664,,94.76156999999999,97.22161,,,,,,,,,,,,5.23843,7.08178,,,,,,,,,,,,22.571089999999998,77.3826
2003_Austria,,100.46382,,99.80394,96.65120999999999,102.31003,,,88.4619,,,87.21208,,,99.93111,,,,92.1747,,,,,0.06888999999999999,,,3.99285,7.9295800000000005,11.92243,,,,1.22184,,7.8253,,,3.94904,,
2003_Belgium,,102.36091,112.05495,130.44673999999998,153.4812,168.89693,59.83446,97.71070999999999,96.34794000000001,86.60101,92.90117,87.24733,97.96696999999999,98.80631,99.88277,87.65405,,99.87447,99.87302,,,,,0.11723,,2.03303,6.139880000000001,9.1431,15.28299,,,,3.0860000000000003,,0.12697999999999998,,1.0800299999999998,0.12372000000000001,,
2003_Brazil,116.01732,140.54449,86.67815,115.71412,84.29887,116.00322,23.21699,93.17962,,,83.46946,,94.29505999999999,94.29505999999999,,,,,85.23281,,,,19.95374,,,5.704940000000001,5.65384,7.19159,12.845419999999999,,95.21936,,20.19789,,14.76719,,,,12.56603,81.09634
2003_Bulgaria,105.39935,104.62101,75.50163,91.77639,85.14301,88.4936,41.62177,94.29544,84.92357,,92.59499,91.85279,96.27152,96.66830999999999,96.9871,,,95.73864,81.03832,36.783879999999996,,,2.27196,3.0129,2.28722,3.7284800000000002,4.16261,6.959239999999999,11.12185,63.21612,98.29525,,2.13473,2.2191099999999997,18.961679999999998,,9.14555,11.2608,21.31269,78.6725
2003_Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Chile,99.72643000000001,103.89902,82.22699,97.40253,84.22266,104.9076,43.310590000000005,,,,,,,,,,,,,,,,,,,,6.21587,5.49889,11.71476,,,,,,,,,,,
2003_China,109.28308999999999,118.94832,65.37715,84.58478000000001,37.92593,84.43346,15.24153,,,,,,,,,,,,,,,,0.32225,,,,5.93532,3.71805,9.653360000000001,,,,,,,,,,,
2003_Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Costa Rica,,,,,,,,,,,,,,,,,,,,,90.24526999999999,43.52802,,,,,,,,,,,,,,,,,,
2003_Croatia,104.65001,101.75578,75.92635,92.29066999999999,82.92234,94.28106,40.77352,93.62232,85.20428000000001,87.72251,99.4351,94.52544,99.7369,99.7369,95.42244000000001,75.60486,,,80.76120999999999,,,,0.37187,4.57756,,0.2631,4.08063,7.14531,11.22593,,,,,0.51056,19.238789999999998,,8.71597,12.24003,21.48631,78.51369
2003_Cyprus,99.06411999999999,97.61050999999999,77.86236,98.02157,96.52611,100.3358,31.96361,96.14328,92.80423,,94.88252,96.97968,98.63524,99.19729,99.34534000000001,,,99.50908000000001,89.9512,2.38938,,,0.26245,0.65466,1.78289,1.36476,5.85481,5.9050199999999995,11.759830000000001,97.61062,99.80922,,0.27359,1.68553,10.0488,,3.38711,5.36824,12.79743,87.20257
2003_Czechia,92.43656999999999,99.02579,80.83972,97.38914,93.32738,99.72835,37.00779,,,,,,,,,,,,,8.10538,,,1.1084,,1.08392,,4.82483,7.718889999999999,12.54371,91.89461999999999,99.99771,,1.0279200000000002,1.1499700000000002,,,,,22.90898,69.86307
2003_Denmark,,,,,130.18337,122.87499,67.50428000000001,,93.92329000000001,,,97.44452,,,,,,,,,,,,,,,,7.465839999999999,,,,13.02177,,,,,,,19.82785,80.17215
2003_Dominican Republic,,115.84297,,,,,34.09831,89.83362,,,70.93330999999999,,89.83362,90.87776,,,,,,,96.60047,,,,,10.16638,7.01169,,,,92.08404,,6.76709,,,,,,,
2003_Estonia,94.94548,101.18794,92.16299000000001,99.22044,90.35046,104.88081000000001,64.39908,94.52595,89.4797,,84.83578,92.2374,97.2373,99.44285,98.43888000000001,,,99.04756,91.04177,,,,2.26113,1.56112,4.96442,2.7627,6.02986,5.87913,11.90899,,99.56371999999999,,1.8608200000000001,,8.95823,,4.14422,5.22962,18.92275,81.07725
2003_Finland,97.11591999999999,99.67439,106.87926999999999,115.45024,159.69325,102.36851999999999,86.94398000000001,98.52116,94.95765,,94.03155,97.61091,98.67926999999999,98.9592,99.83918,,,99.24513,92.53466,,,,0.45143999999999995,0.16082,,1.32073,5.98295,7.89716,13.8801,,99.92872,11.89938,0.43133,,7.465339999999999,,2.58685,3.8785300000000005,30.111290000000004,69.88871
2003_France,,99.97545,87.1454,101.6549,104.9157,101.14215,52.31698,95.19436999999999,89.03434,,95.41999,88.73595,95.82226999999999,96.0672,94.01309,,,94.80565,90.21842,,,,,5.98691,,4.17773,4.98963,7.21095,12.20058,,,,,,9.78158,,6.248480000000001,7.62598,29.881729999999997,69.94199
2003_Georgia,93.54531999999999,88.67093,73.09942,83.15634,61.65404,88.16261999999999,42.50997,,,,,,,,,,,,,,,,0.18429,,0.19994,,3.4984599999999997,5.64846,9.14692,,,,0.39992,0.2975,,,,,23.54061,76.44283
2003_Germany,101.95635,101.98541999999999,,101.71043,98.26901,103.32303,,98.43108000000001,,,95.9325,,99.55967,99.55967,,,,,,,,,1.61584,,,0.44033,4.07716,9.13985,13.217,,99.64366,,1.4522,,,,,,,
2003_Greece,98.54701,95.41,87.30662,94.42363,92.01760999999999,95.26347,70.30627,93.26111,82.6517,,92.08025,89.44205,94.90856,94.90856,93.25903000000001,,,94.34151,76.6514,,,,,6.74097,,5.09144,5.72187,5.55777,11.279639999999999,,,,,,23.3486,,10.61298,15.55768,,
2003_Hungary,98.67951,98.10498,88.32985,100.89686999999999,103.57974,100.81419,52.23486,88.61972,90.54326,,92.62065,96.73200000000001,95.92071999999999,96.93727,99.81865,,,95.64475999999999,89.77573000000001,,,,2.44713,0.18135,,4.079280000000001,3.94602,8.08561,12.03162,,99.8428,,2.09951,,10.224269999999999,,4.869280000000001,5.24006,12.76662,87.23338000000001
2003_Iceland,95.40659000000001,98.28539,96.18193000000001,106.99396000000002,123.61553,106.31884,62.392480000000006,98.20419,87.53701,,95.6044,98.11304,98.28539,98.28851999999999,,,,98.83638,74.43435,0.8113100000000001,,,,,,1.7146099999999997,6.88709,8.17436,15.06146,99.18869000000001,99.6545,,,,25.56565,,8.393889999999999,15.58985,16.414939999999998,83.58506
2003_Indonesia,112.8198,109.45362,65.00275,84.87428,45.12616,75.11589000000001,16.02533,90.58094,53.47289,,95.92679,61.59627,94.88829,94.88829,77.06368,,,,52.223209999999995,4.33781,,,3.7719,22.936320000000002,0.42561000000000004,5.1117099999999995,6.57025,3.6077,10.17795,95.66219,83.72618,,2.8972,0.4498,47.776790000000005,,20.17756,35.33137,,
2003_Ireland,100.10548,102.71863,94.57581,104.80079,118.14418,100.59541999999999,55.846169999999994,94.8888,92.27449,,98.34631999999999,95.32564,99.98098,99.98098,97.92864,,,,90.95353,0.8781899999999999,,,1.0748,2.07136,0.36543000000000003,0.01902,8.21452,5.39659,13.61111,99.12181,,,0.9778399999999999,0.34226999999999996,9.04647,,2.02114,4.95603,29.413840000000004,68.38016999999999
2003_Israel,99.51513,105.42526000000001,92.12810999999999,105.4303,112.06827,98.81136,56.78111,98.01775,99.66112,,86.88802,93.62331999999999,98.07804,99.85294,,,,99.54001,99.7637,7.84238,,,1.42139,,1.7886900000000001,1.92196,6.34312,6.32564,12.66877,92.15762,99.9743,,1.30574,2.01147,0.2363,,1.30239,0.6540600000000001,,
2003_Italy,98.18199,101.05216999999999,86.87606,99.15476,91.78284000000001,108.86451000000001,58.04048,98.59991,90.20251999999999,,98.51499,98.415,99.5373,99.77969,99.88648,,,96.67327,84.85414,0.8951600000000001,,,0.2894,0.11352000000000001,3.20805,0.4627,5.05169,7.82475,12.876439999999999,99.10484,99.59101,,,3.23455,15.14586,,6.22321,9.65237,23.480220000000003,75.84746
2003_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Jordan,99.71797,99.50498,76.66456,92.83586,75.57600000000001,90.33179,33.20084,92.42062,79.47688000000001,,96.85598,85.78295,95.92578,95.92578,88.66331,,,93.1746,66.56824,9.40405,,,0.46111,11.336689999999999,3.27549,4.0742199999999995,5.93938,5.11676,11.05614,90.59595,99.31215,6.317019999999999,1.03122,1.03347,33.43176,,10.98028,18.588070000000002,,
2003_Kazakhstan,100.75993000000001,101.36755,,,,94.07114,,91.29438,,87.57852,95.79081,95.66797,98.01194,98.80485999999999,97.48895,,,,,0.9875299999999999,,,0.13910999999999998,2.51105,0.18427000000000002,1.98806,4.098730000000001,,,99.01247,99.7172,,0.11375,0.21764,,,,,,
2003_Latvia,103.88964,105.01615,91.65411999999999,98.70862,90.11708,100.6231,71.03424,,,,,,,,,,,,,,,,1.8992099999999998,,,,4.1537,7.75007,11.90377,,99.71285999999999,,2.42262,,,,,,13.938260000000001,86.06174
2003_Lebanon,108.20265,112.40333000000001,83.73631,100.11288,73.27959,102.01459,42.94808,95.84572,,,94.54339,,97.70857,98.49845,,,,,,16.192520000000002,,,9.699069999999999,,15.436670000000001,2.29143,6.75105,5.2621400000000005,12.01319,83.80748,96.13541,,10.66733,14.125,,,,,,
2003_Lithuania,102.88537,102.96309000000001,95.42168000000001,104.41386,104.10989000000001,105.32836999999999,69.63042,95.39211999999999,96.39001,,93.02472,97.28974000000001,98.24975,99.88949000000001,99.63074,,,99.7399,93.98161,,,,0.61839,0.36926,,1.75025,4.12228,8.46108,12.58337,,99.39158,,0.58025,0.79804,6.01839,,1.7840099999999999,1.7981200000000002,23.230970000000003,76.76903
2003_Luxembourg,,99.41079,76.24016,97.71746,88.56407,105.66535,12.18662,94.91875999999999,80.10576,,90.03094,77.8217,95.87841999999999,95.87841999999999,86.44833,,,,81.96908,,,,,13.551670000000001,,4.121580000000001,5.97689,6.76289,12.73979,,,11.15099,4.37194,,18.030920000000002,,10.243739999999999,16.054370000000002,,
2003_Malaysia,97.73009,97.30514000000001,75.69407,90.21474,69.00725,96.50291999999999,30.636870000000002,97.02729000000001,80.30466,,97.73009,96.20711,97.02729000000001,97.02729000000001,96.20711,,,97.02729000000001,73.51307,9.030560000000001,,,,3.7928900000000003,,2.9727099999999997,5.83761,4.96169,10.7993,90.96944,,,,,26.486929999999997,,8.902619999999999,15.032010000000001,,
2003_Malta,95.57945,101.53048000000001,78.42112,97.01558,70.68294,102.84123000000001,30.45862,,86.72951,,,90.15818,,,,,,,71.86878,18.911739999999998,,,2.38095,,0.63375,,6.054119999999999,6.52824,12.58237,81.08825999999999,,,,0.45518000000000003,28.131220000000003,,,,9.13086,90.86914
2003_Mexico,103.03264,106.66865,73.37005,92.74788000000001,51.41803,103.39515,21.97108,97.39896999999999,61.72132,,94.96918000000001,74.86634000000001,99.50369,99.62691,89.62639,,,91.79700000000001,50.013009999999994,13.92109,,,5.12394,10.373610000000001,1.20771,0.49631000000000003,6.4143300000000005,4.72078,11.135110000000001,86.07891,94.10595,,4.80497,1.214,49.986990000000006,,14.6804,29.7898,28.928559999999997,71.07144
2003_Montenegro,114.12196000000002,107.35025,72.93784000000001,97.4931,83.5732,103.0251,17.271179999999998,97.34278,,,,,97.34278,100.0,,,,,,,,,,,,2.65722,4.30337,7.4365,11.73987,,,10.290560000000001,,,,,,,,
2003_Netherlands,,107.49457,97.66251,114.10168999999999,107.97963999999999,133.47539,55.74325,98.80214000000001,88.12664000000001,,97.27989000000001,82.74016999999999,,98.9464,99.88556,,,,94.80764,,,,,0.11444000000000001,,,6.45439,7.260910000000001,13.7153,,,,,,5.19236,,,2.62352,,
2003_New Zealand,,98.43256,,109.40518999999999,135.95313000000002,106.32383999999999,,,,,,,,,,,,,,,,,,,,,5.90503,8.314210000000001,14.21924,,,,,,,,,,,
2003_North Macedonia,93.29841,93.17681,67.86561999999999,85.25694,70.51569,92.94111,27.15633,87.65259,,,90.61578,,92.58005,94.17141,,,,,,5.41909,,,0.18348,,0.52568,7.41995,3.7435400000000003,6.524719999999999,10.26825,94.58091,98.3912,,0.16033,0.53464,,,,,23.78426,76.21574
2003_Norway,99.84895999999999,99.98498000000001,99.57132,105.90926999999999,127.37313999999999,100.33173000000001,79.06718000000001,99.85574,95.10526999999999,,98.06419,99.53348000000001,99.85574,100.0,99.53348000000001,,,,89.38416,0.48708999999999997,,,,0.46652,,0.14426,7.00092,6.80817,13.80909,99.51290999999999,99.7957,,,,10.615839999999999,,2.45224,5.39522,,
2003_Peru,113.06979,118.94183000000001,81.42936,102.06823,71.0479,88.15248000000001,31.57589,99.53674000000001,,,90.9846,,99.53674000000001,99.53674000000001,,,,,,13.77585,,,7.60902,,5.116280000000001,0.46326000000000006,7.14917,4.070119999999999,11.2193,86.22415,97.79053,,7.4874600000000004,,,,,,,
2003_Poland,91.57854,96.01966999999999,89.64759000000001,101.27611,112.08287,98.61784,59.48876,94.49801,92.54459,,90.15198000000001,94.07136,94.62615,94.91684000000001,96.25268,,,95.39721999999999,91.40063,1.1562299999999999,,,0.59616,3.7473199999999998,1.97039,5.37385,5.74555,6.29045,12.036,98.84376999999999,100.0,,0.57635,1.89665,8.59937,,5.87752,6.302169999999999,,
2003_Portugal,,118.80917,91.89915,111.9468,97.80958000000001,114.7116,54.527409999999996,,79.85597,,95.13549,80.12953,,99.32768,99.97115,,,99.54425,78.06145,,,,,0.02885,,,7.083710000000001,6.09544,13.179160000000001,,,7.1735,,,21.93855,,6.63227,11.553460000000001,20.38651,79.61349
2003_Qatar,113.01883000000001,110.52123999999999,76.79065,104.46875,85.88785,109.5065,15.33668,96.70482,,,,,96.70482,97.3997,,,,,,,74.2151,,,,,3.29518,6.62299,5.8572,12.480189999999999,,,,,,,,,,16.45022,83.54978
2003_Republic of Korea,99.60178,99.88745,93.76938,98.2715,95.20099,97.73244,84.37828,98.49616999999999,93.74226999999999,,92.43075,94.64126999999999,98.68696,98.68992,97.38343,,,97.9419,93.28758,1.1152799999999998,,,,2.6165700000000003,0.020909999999999998,1.31304,5.99559,5.78124,11.77684,98.88472,98.69438000000001,,0.0064,,6.71242,,2.89236,4.64363,40.77452,59.225480000000005
2003_Republic of Moldova,101.50308000000001,99.48654,70.94613000000001,89.49551,69.07755999999999,92.18581999999999,33.298840000000006,92.66273000000001,80.06647,,89.31567,92.31752,96.63888,98.90146999999999,94.61853,,,96.28917,58.030319999999996,9.01779,,,0.41825,5.381469999999999,0.40686,3.3611199999999997,3.9983699999999995,6.02074,10.019110000000001,90.98221,98.4277,,0.36273,0.46953,41.96968,,12.56817,16.64388,,
2003_Romania,107.4241,104.37128,73.25627,88.40700000000001,73.14093000000001,92.97991,37.56524,93.76547,,,93.501,89.49158,97.17626,97.17626,93.46972,,,91.53876,,8.47535,,,2.76431,6.53028,2.40794,2.8237400000000004,4.168480000000001,6.643960000000001,10.81243,91.52465,99.81499000000001,,2.48444,2.5493099999999997,,,,,,
2003_Russian Federation,100.95653,121.08583999999999,88.52813,98.03132,96.67741,89.10951999999999,70.6976,,,,,,,,,,,,,3.7026199999999996,,,0.75015,,0.7477199999999999,,3.67196,6.634589999999999,10.30655,96.29738,,,,0.90123,,,,,,
2003_Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Slovakia,94.46507,98.50386,74.40343,92.35419,83.36488,95.95931,33.88839,,86.45392,,,87.36163,,,97.57327,,,,88.67853000000001,,,,2.46293,2.42673,,,3.84995,8.06884,11.91879,,99.69411,,2.45626,,11.32147,,,6.57452,25.09419,74.90581
2003_Slovenia,119.38955,110.44248,95.8023,109.40613,117.58349,99.22905,68.98854,95.66144,92.91328,,98.25281,95.76726,97.68930999999999,97.68930999999999,96.78126999999999,,,,91.62525,,,,0.57989,3.21873,,2.31069,4.45737,8.63945,13.096810000000001,,,,0.5454399999999999,1.1336899999999999,8.37475,,4.92858,5.962619999999999,18.74237,81.25763
2003_Spain,99.6855,103.23973000000001,92.07236999999999,107.87097,110.77571999999999,112.62791000000001,63.89923,99.85695,91.13261999999999,,98.46551,95.29652,99.85695,99.98935999999999,99.39484,,,99.73904,82.86955999999999,,,,,0.60516,,0.14305,6.18264,6.487480000000001,12.670119999999999,,,,2.26,,17.13044,,3.52722,6.5189,28.977529999999998,70.95334
2003_Sweden,93.42236,107.28493999999999,111.43075,121.5962,164.13451,112.08008999999998,81.41991999999999,99.10214,98.32281,,90.57368000000001,99.21896,99.10255,99.29999000000001,99.23108,,,99.83381999999999,95.91645,,,,,0.7689199999999999,,0.89745,6.46793,8.25343,14.72136,,99.84374,,,,4.08355,,1.59996,2.35736,30.941329999999997,69.05664
2003_Switzerland,90.76701,103.62810999999999,85.10035,98.16832,79.29281999999999,112.30233,43.92307,94.93831999999999,83.03774,,94.73777,95.37549,99.22954,99.47431,99.86457,,,98.30041999999999,78.00726,,,,1.6419700000000002,0.13543,,0.77046,6.22832,6.53258,12.7609,,99.85238000000001,,1.54357,,21.992739999999998,,7.11875,12.63655,22.54016,77.19908000000001
2003_Thailand,,,,,,,40.88045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Trinidad and Tobago,94.85186999999999,100.53175999999999,,,,89.37629,8.777519999999999,90.98724,,67.44036,88.41252,,95.93129,95.93129,,,,,,10.70946,91.04885,,4.96965,,0.30995,4.06871,6.994339999999999,,,89.29054000000001,99.13664,,5.06112,0.23623000000000002,,,,,,
2003_Tunisia,93.66009,113.77193,75.17061,93.08604,62.32273000000001,98.05133000000001,27.50256,98.58553,,,98.29427,,99.69794,99.69794,,,,,,,,,9.15502,,,0.30206,6.756289999999999,5.4284099999999995,12.1847,,95.09123000000001,,7.001360000000001,,,,,,,
2003_Turkey,,103.43129,75.54534,96.16595,86.88776999999999,93.3178,30.20978,97.15100000000001,72.14068,,88.73047,87.08944,97.15100000000001,97.15100000000001,93.55881,,,,56.16608000000001,6.19797,,,,6.44119,2.58575,2.8489999999999998,5.17341,5.40584,10.579260000000001,93.80203,97.6358,,2.9389999999999996,,43.83392,,15.02289,25.20052,,
2003_United Arab Emirates,,,,,,85.10261,,,,70.28429,,,,,,,,,,6.040830000000001,,,2.63075,,4.27994,,,,,93.95917,98.47823000000001,,2.29778,5.19917,,,,,,
2003_United Kingdom of Great Britain and Northern Ireland,,99.90733,90.52167,101.08766,103.34219,100.37374,62.0773,99.90733,95.43812,,99.9512,99.53258000000001,99.90733,99.90784000000001,99.53258000000001,,,99.69998000000001,92.3465,,,,,0.46742,,0.09267,5.994330000000001,7.15296,13.147279999999999,,,,,,7.6535,,2.53724,4.55998,25.90254,74.09746
2003_United States of America,105.23801,101.11395999999999,,98.05295,88.18584,101.73687,,95.24848,89.20139,,84.76208000000001,,96.04681,97.74179000000001,99.26281999999999,,,96.2149,89.20852,,,,,,,,6.05224,5.72083,11.77307,,,,,,,,,,,
2003_Uruguay,109.89527,111.16136999999999,91.84018,110.16968999999999,103.42527,114.61438000000001,42.440909999999995,,,,,,,,,,,,,11.384030000000001,,,8.338560000000001,,16.4279,,6.68358,6.63735,13.320929999999999,88.61596999999999,82.49444,,7.47572,16.41907,,,,,,
2003_Viet Nam,100.12745,99.52005,,,,88.43411,10.11077,,,,,,,,,,,,,,,,2.39529,,,,4.976,,,,,,,,,,,,,
2006_Albania,95.20513000000001,98.27056,69.28403,85.30656,63.20673000000001,96.43395,26.78653,,,,,,,,,,,,,6.8628800000000005,,92.14161999999999,,,1.83218,,3.9308199999999998,6.36771,10.29854,93.13712,98.38603,,1.27472,,,,,,,
2006_Algeria,97.02723,108.19422,70.92362,92.74684,53.159369999999996,107.07368999999998,21.20897,93.23413000000001,,,95.16208,,95.67726,95.67726,,,,,,16.30125,79.54533,,11.957930000000001,,9.49666,4.3227400000000005,6.39883,4.7828599999999994,11.18169,83.69875,93.23903,,10.75843,24.04287,,,,,,
2006_Argentina,108.3296,118.83875,94.93106999999999,106.09043,70.44639000000001,115.82165,66.83309,98.8042,79.10942,79.66601,98.85472,80.87376,99.47065,99.68275,97.49971,56.051719999999996,95.30518000000001,97.87665,81.2194,19.29779,102.67588,76.83104,6.53683,2.50029,12.932139999999999,0.52935,7.15342,5.65532,12.80874,80.70221,94.96292,10.28209,6.12398,12.59992,18.7806,44.93507,5.54767,10.56374,13.78745,85.87103
2006_Australia,,103.15647,,,,,,95.66428,,,72.60801,,95.80677,98.87505999999999,,,,,,,,,,,,4.193230000000001,7.1887,,,,,11.29237,,,,,,,20.31906,79.61446
2006_Austria,,101.55929,,100.71047,99.44312,101.21846,,,89.26828,,,85.87923,,,97.78548,,,,96.5709,0.67771,,,,2.2145200000000003,,,4.00519,7.986739999999999,11.99193,99.32229,,,,,3.4291,,,2.82238,,
2006_Belgium,97.19709,100.73419,113.42766999999999,131.47675,156.45973,169.97654,61.65359,96.05934,97.9871,85.66869,93.53826,86.32934,96.3076,97.24771,98.92895,86.97341,,99.89741,99.97593,3.8651199999999997,,,3.17955,1.07105,6.40603,3.6924,6.03251,9.41076,15.443270000000002,96.13488000000001,,11.52646,3.16454,6.27635,0.024069999999999998,,2.00182,0.37724,17.18294,78.25766999999999
2006_Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36426,,,,,,,,
2006_Bulgaria,105.51318,103.34119,77.81718000000001,93.32862,90.81201,88.4515,47.156079999999996,95.11614,85.11176999999999,,98.9434,88.82549,96.69628,96.93964,93.15966,,,94.46106999999999,83.27091,38.419709999999995,,,2.31537,6.840339999999999,2.66026,3.3037199999999998,4.10271,7.18531,11.28802,61.580290000000005,97.72001,10.36381,2.10625,2.67695,16.72909,,9.898639999999999,12.25905,,
2006_Canada,96.81534,98.55752,,100.02696,103.15890999999999,97.71289,,,,,,,,,,,,,,,,,,,,,5.91345,6.08101,11.99446,,,13.3442,,,,,,,,
2006_Chile,97.75239,106.38611999999999,85.19264,101.09885,91.20821,106.26727,47.53733,,,,,,,,,,,,,,,,,,,,6.3608,5.74734,12.108139999999999,,,,,,,,,,26.5194,73.4806
2006_China,107.16658000000001,105.47417,64.14421,84.79595,49.01664,95.70639,20.0445,,,,,,,,,,,,,,,,0.26887,,,,6.26445,4.24783,10.51228,,,,0.24324,,,,,,,
2006_Colombia,138.87176000000002,128.71778999999998,82.68843000000001,105.98512,70.07462,96.61949,31.331999999999997,92.75489,68.90559,67.39005999999999,86.47549000000001,70.23154,96.38914,99.93822,93.30535,,,99.03878,70.21166,20.64813,,,3.8405,6.69465,2.94679,3.6108599999999997,6.41739,5.30457,11.72195,79.35186999999999,99.79536999999999,,3.70895,2.9371,29.78834,,9.594330000000001,14.38664,,
2006_Costa Rica,112.26448,114.78453999999999,,103.76332,64.93385,108.54741999999999,,,,,,,,,,,,,,38.16482,83.14838,47.09156,7.29935,,11.864139999999999,,6.841419999999999,4.55109,11.392510000000001,61.83518,96.71145,,7.4812199999999995,11.15499,,,,,,
2006_Croatia,95.37218,100.70325,79.90608,96.76201,84.57381,106.99051000000001,45.58529,90.01541,,,94.31732,98.44913000000001,98.85893,99.05707,99.45886,,,99.25761,,0.5534,,,0.30244,0.54114,0.42441999999999996,1.14107,4.02586,7.940360000000001,11.96621,99.4466,99.58112,,0.2819,0.4472,,,,,18.049979999999998,81.95002
2006_Cyprus,106.15241,102.38691,77.5825,99.29216,96.71157,96.48484,33.419909999999994,99.21866999999999,94.05908000000001,,96.82678,97.06344,99.52019,99.93691,99.66152,,,99.96356,91.04268,2.1452299999999997,,,0.22441999999999998,0.33848,1.2676100000000001,0.47981,6.13481,5.80037,11.93518,97.85477,99.14882,10.9152,0.20767,1.28915,8.95732,,2.70706,4.64591,13.91913,86.08086999999999
2006_Czechia,108.66592,99.99365999999999,83.53369,97.30154,92.21135,100.10441999999999,50.13498,,,,,,,,,,,,,3.30694,,,0.69157,,0.85534,,4.83223,7.682810000000001,12.515039999999999,96.69306,99.27405,12.14039,0.60177,0.91911,,,,,,
