Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
2006_Denmark,97.87598,99.30144,101.34161,109.23451999999999,123.54597,116.74968,79.01963,95.9751,89.38548,,78.08985,93.08037,96.50242,98.89686999999999,99.00092,,,98.93069,85.47266,,,,,0.99908,,3.49758,5.95621,7.29352,13.24974,,96.75822,,,,14.527339999999999,,5.4032800000000005,7.468660000000001,18.16614,81.83386
2006_Dominican Republic,108.99845,103.63235999999999,,,,,,81.78003000000001,,,70.78048000000001,,84.15028000000001,85.67213000000001,,,,,,,,,7.8323100000000005,,,15.849720000000001,6.23954,,,,98.82658,,,,,,,,,
2006_Estonia,99.09917,97.70076999999999,93.14492,100.88651,97.287,109.89384,67.86591,93.00778000000001,93.78820999999999,,,95.88982,95.68633,98.55515,99.40445,,,99.88498,93.41835,,,,2.13472,0.59555,,4.31367,5.87814,6.21437,12.09251,,,,,5.61065,6.58165,,4.02056,3.8158199999999995,21.61788,78.38212
2006_Finland,96.37534000000001,98.00863000000001,101.292,104.80585,121.14913999999999,102.1267,93.15745,96.6628,96.22216,,92.43807,97.53403,96.81107,97.09025,99.97816,,,98.41374,94.04941,,,,0.4305,0.021840000000000002,,3.18893,5.87412,6.66845,12.54257,,99.91426,11.980360000000001,0.42808,,5.95059,,3.05775,2.92941,,
2006_France,,104.27885,90.45356,105.84318,108.19067,105.91428,53.87542,98.57178,92.66311999999999,,98.2864,93.22527,99.26235,99.97076,99.21453000000001,,,99.34453,93.13895,1.9684700000000002,,,,0.78547,5.8255099999999995,0.73765,5.21777,7.44601,12.663780000000001,98.03153,,,,5.78673,6.86105,,2.36307,3.48976,27.699370000000002,72.30063
2006_Georgia,97.99443000000001,93.01816,72.53585,87.16126,71.20564,89.37549,37.434129999999996,86.67715,75.79975999999999,,,80.03575,87.81582,91.45228,88.08761,,,,74.64471999999999,0.00732,,,0.2771,11.91239,0.44242,12.18418,5.54704,4.09053,9.63757,99.99268000000001,100.0,,0.37232,0.42746000000000006,25.35528,,14.966970000000002,17.5092,21.59538,78.38374
2006_Germany,104.29245999999999,104.12809,,103.23877,102.68106999999999,102.99292,,98.39464,,,98.77188000000001,,99.7729,99.7729,,,,,,,,,1.1411200000000001,,,0.2271,4.1674,9.263869999999999,13.431270000000001,,99.32155,13.52575,1.15001,,,,,,,
2006_Greece,92.72458,94.83267,95.53806,96.33464000000001,100.24336,95.16341,89.29553,92.72168,87.36831,,87.91949,89.55789,92.94593,92.94593,92.90643,,,92.93243000000001,89.98510999999999,4.78901,,,0.6066699999999999,7.09357,3.63976,7.054069999999999,5.68619,5.7788699999999995,11.465060000000001,95.21099,97.15436,9.4082,0.66354,3.74712,10.01489,,7.8402899999999995,8.58264,,
2006_Hungary,99.21694000000001,99.56831,90.49464,97.11719000000001,94.09574,98.14506999999999,67.53781,90.60171,90.07506,,93.22471,96.64299,96.95997,97.93636,99.76325,,,95.50796,89.18314000000001,,,,1.88935,0.23675,,3.04003,3.99845,7.7106,11.70905,,99.62193,,1.84943,,10.81686,,4.86086,5.63093,13.629179999999998,86.37082
2006_Iceland,99.49324,97.30983,95.94726999999999,104.0776,118.66873000000001,101.58417,72.1246,97.22027,90.6513,,98.25947,98.89560999999999,97.32263,97.32263,99.0237,,,98.62100000000001,82.38821999999999,0.92738,,,,0.9763,,2.6773700000000002,6.81685,7.770460000000001,14.58731,99.07262,99.76859,,,,17.61178,,6.370019999999999,10.15008,14.508529999999999,85.49146999999999
2006_Indonesia,112.42851,106.13361,65.67649,84.54462,48.90548,76.04012,17.312929999999998,91.67532,57.522569999999995,,91.13795999999999,66.07598,94.47914,94.47914,72.92773000000001,,,87.33972,48.83184,,,64.31283,3.6886300000000003,27.07227,0.41347,5.52086,6.36878,3.75147,10.12025,,98.94295,7.851439999999999,3.4198699999999995,0.43101000000000006,51.16816,,22.128410000000002,39.02428,,
2006_Ireland,98.6307,102.99924,96.76456999999999,105.57208999999999,119.28757,103.11898000000001,58.44118,95.19238,93.78801999999999,,98.26991,96.31392,99.88266,99.88266,98.72747,,,,90.32745,0.6531600000000001,,,0.7467699999999999,1.27253,0.26021,0.11734000000000001,8.198839999999999,5.47487,13.67371,99.34684,,,0.72121,0.28131,9.67255,,1.8798099999999998,4.64139,,
2006_Israel,97.45526,102.6055,91.3103,103.69196,111.68643999999999,98.19968,57.69248,97.00822,99.73785,,83.7945,94.34994,97.06857,99.8035,,,,99.99963000000001,98.10585999999999,9.57965,,,1.11755,,1.6454900000000001,2.9314299999999998,6.183330000000001,6.2958099999999995,12.47915,90.42035,99.82875,12.09154,1.16658,1.6938799999999998,1.8941400000000002,,2.0876900000000003,1.1533,,
2006_Italy,102.89412,102.33301999999999,90.42846999999999,100.15700000000001,95.71544,104.23873,65.64665,98.52152,92.24902,,97.87257,97.96268,99.21508,99.49734000000001,99.58684000000001,,,97.78636999999999,90.4405,0.7236899999999999,,,0.21468,0.41316,2.61049,0.78492,5.11709,7.888330000000001,13.005419999999999,99.27631,99.68375999999999,9.28197,0.24578000000000003,2.25254,9.5595,,4.169169999999999,6.1823,21.70059,77.36641
2006_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006_Jordan,,,,,75.78775999999999,91.29326999999999,37.083659999999995,,80.05103000000001,,,85.75709,,,89.47431999999999,,,,68.10377,8.40772,,75.87095,1.1219700000000001,10.52568,2.40928,,,5.15485,,91.59228,99.66708,,1.08398,3.3077300000000003,31.89623,,,17.43325,,
2006_Kazakhstan,102.14803,100.54876999999999,89.39578,99.28629000000001,98.14846,98.96372,57.61703000000001,89.12796999999999,93.5461,89.22122,95.92515999999999,98.44771,97.60836,98.30398000000001,99.85721,70.99059,,99.95728000000001,98.21776,0.91141,,,0.09672,0.14279,0.12437999999999999,2.39164,4.062930000000001,6.98037,11.0433,99.08859,99.99497,,0.08192,0.15070999999999998,1.78224,,1.1925299999999999,0.64768,,
2006_Latvia,99.98331,104.26199,94.48902,104.03455,100.80674,106.36626000000001,74.59651,,,,,,,,,,,,,,,,2.84786,,,,4.112480000000001,8.21787,12.33035,,,12.256789999999999,4.90126,,,,,,12.546380000000001,87.35898
2006_Lebanon,97.60688,100.64534,75.7406,88.65867,68.19384000000001,86.13393,44.10058,87.71519,69.49323000000001,65.5823,88.08236,67.69204,88.84966,89.44864,83.92911,53.67018,,87.52513,72.69351999999999,17.00106,,,9.51937,16.07089,12.48925,11.15034,6.02976,4.65364,10.6834,82.99894,96.91395,,9.201319999999999,12.48103,27.30648,,16.51813,21.607879999999998,20.13985,79.85687
2006_Lithuania,99.72672,102.02875,99.73700000000001,105.62342,106.84545,107.06095,82.45318,96.12148,99.64591,,96.13715,98.48671999999999,98.90073000000001,99.78836,99.9709,,,99.94462,97.79848,,,,0.62158,0.0291,,1.09927,4.08079,8.55627,12.63706,,99.22122,11.95999,0.61959,,2.20152,,0.7347,0.59459,23.06024,76.93975999999999
2006_Luxembourg,98.29016,101.46625,76.43148000000001,98.5471,87.52672,106.46711,10.3312,96.52911,83.49789,,93.48877,86.48,98.25596,98.83731,95.50114,,,98.83731,81.41556,1.14965,,,4.20253,4.49886,10.49376,1.74404,6.09065,6.74315,12.8338,98.85035,,,4.0219,10.968739999999999,18.58444,,7.31349,12.35326,,
2006_Malaysia,95.99736999999999,98.86633,71.97933,89.52897,65.61083,94.26286999999999,28.513579999999997,95.57688,78.59724,,93.47044,93.75378,95.57688,95.57688,94.52382,,,95.57688,68.24606,14.0306,,86.41797,,5.47618,,4.42312,5.9330300000000005,4.79716,10.73018,85.9694,97.71466,,,,31.753940000000004,,11.4281,18.66534,42.68079,53.33879
2006_Malta,93.28501,96.37454,78.50983000000001,97.63806,91.88883,101.43087,30.542240000000003,,85.84144,91.49604000000001,,91.49604000000001,,,,48.71929,,,72.73915,12.59202,,,2.03305,,0.56139,,5.73761,6.8604899999999995,12.5981,87.40798000000001,97.57981,,1.80485,0.64776,27.26085,,,,11.09865,88.90135
2006_Mexico,98.75050999999999,103.3554,74.07734,92.82771,55.91393000000001,106.52238999999999,23.86968,95.02738000000001,65.89090999999999,,93.48001,79.18488,96.67031999999999,96.8334,92.48299999999999,,,93.8141,53.731759999999994,13.928460000000001,,,4.22503,7.517,1.1447100000000001,3.32968,6.21422,4.9649,11.17912,86.07154,94.69763,7.96762,3.8325099999999996,1.2772,46.268240000000006,,14.60113,26.54543,27.3285,72.21396999999999
2006_Montenegro,128.14878000000002,116.99686000000001,77.67445,102.35117,87.83691,103.6563,25.90392,98.46236999999999,,,,,98.46236999999999,100.0,,,,,,,,,,,,1.5376299999999998,4.69757,7.64465,12.34223,,,,,,,,,,,
2006_Netherlands,,107.04435,97.70116999999999,112.84025,108.25783,128.79391999999999,59.65945,98.50395,88.55384000000001,,99.39924,83.28685,,98.67933000000001,99.75777,,,,96.22487,,,,,0.24223000000000003,,,6.415719999999999,7.16062,13.57634,,,,,,3.7751300000000003,,,1.9951900000000002,,
2006_New Zealand,,100.17962,,110.35313000000001,140.66175,101.83694,,,,,,,,,,,,,,,,,,,,,6.01147,8.29016,14.30163,,,13.40859,,,,,,,,
2006_North Macedonia,93.81589,92.65841999999999,,,,90.5836,28.6688,86.83579,,,91.10245,,91.73576,92.35763,,,,,,2.87522,,,0.11614000000000001,,0.43301999999999996,8.26424,3.72778,,,97.12478,99.5174,,0.0971,0.61157,,,,,21.68897,78.31103
2006_Norway,99.27738000000001,98.59501,99.20314,105.55828999999999,126.86652,101.60815,77.67086,98.59501,97.16459,,98.4308,99.79288000000001,98.59501,98.72603000000001,99.79288000000001,,,,92.43378,0.13102,,,,0.20711999999999997,,1.40499,6.901839999999999,6.89831,13.80015,99.86898000000001,99.63624,12.53265,,,7.5662199999999995,,2.49211,3.8014,,
2006_Peru,107.14591000000001,116.80153999999999,82.5853,103.71455999999999,71.68625,98.92958,34.3239,96.20183,72.10819000000001,,94.02319,74.41809,98.92246999999999,99.11180999999999,99.88578000000001,,,96.12383,72.04505,,,76.8231,8.68817,0.11422,6.2876900000000004,1.0775299999999999,7.00374,4.43084,11.43459,,97.96078,8.10925,7.74865,6.886489999999999,27.95495,,5.69311,11.21006,,
2006_Poland,95.09319,94.57998,86.5599,96.82868,98.6178,98.7238,65.37525,93.15227,92.75131,,93.39771,94.46784,93.29661,93.58555,96.39832,,,94.75502,91.36208,,,,0.66952,3.6016800000000004,,6.70339,5.66619,5.88915,11.55535,,100.0,,0.67413,,8.63792,,6.43034,6.2068900000000005,,
2006_Portugal,111.48198000000001,117.41185,89.82760999999999,107.39238,81.62827,115.01206,55.051190000000005,97.77049,82.15592,,96.94836,78.38056999999999,99.06484,99.53834,,,,99.86069,81.79528,,,,,,,0.93516,7.0252,5.78362,12.808819999999999,,,7.645910000000001,,,18.204720000000002,,5.372719999999999,9.56972,24.401229999999998,75.59877
2006_Qatar,102.00993000000001,97.06985,71.99883,95.64589000000001,96.12321999999999,92.1604,17.32333,88.89390999999999,84.1889,73.87689,90.03844000000001,82.94762,93.36235,94.74188000000001,89.88162,76.19346,,93.205,85.85932,2.3837200000000003,81.21731,,1.5382,10.11838,3.4681,6.63765,5.81849,5.60337,11.42186,97.61628,98.84928000000001,,,3.42635,14.14068,,9.09607,11.967830000000001,,
2006_Republic of Korea,103.20187,101.68965,98.18205999999999,98.66181999999999,93.49958000000001,97.78336999999999,97.03381,99.4147,94.33114,,95.96479000000001,95.37071,99.67291999999999,99.79364,97.59589,,,99.62971999999999,93.44686,1.0257100000000001,,,,2.4041099999999997,0.005,0.32708000000000004,6.09258,5.75325,11.84583,98.97429,98.86288,,,0.00601,6.55314,,2.38842,4.36431,35.867540000000005,64.13246
2006_Republic of Moldova,97.81619,96.65267,71.86483,91.46931,81.93541,92.89274,39.40245,87.78560999999999,81.34888000000001,86.72242,81.68868,89.3912,90.63448000000001,92.37116,93.28168000000001,55.67298,,92.93513,68.20719,6.15275,,,0.17540999999999998,6.718319999999999,0.08785,9.36552,3.8404,6.2615,10.10191,93.84725,98.93325,,0.13682,0.12747999999999998,31.79281,,13.271289999999999,14.88924,,
2006_Romania,97.98611,104.46236,78.39974000000001,90.34388,77.14549,95.63403000000001,51.59534,92.49918000000001,,,92.64219,89.81667,95.16872,96.44229,94.47209000000001,,,92.71625,,9.75286,,,2.18858,5.527909999999999,2.34403,4.8312800000000005,4.17868,7.20454,11.38322,90.24714,,,1.24689,2.6137,,,,,20.33909,77.23443
2006_Russian Federation,100.1677,95.04876,81.51947,86.19322,90.20522,78.71351999999999,72.84289,90.05078,,,91.91197,,92.82311,92.82311,,,,,,4.17283,,,0.56866,,0.4937,7.176889999999999,3.82144,6.24989,10.07133,95.82717,,,0.47776,0.68028,,,,,,
2006_Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47832,,,,,,,,
2006_Slovakia,102.26304,100.58846,78.74978,94.68457,89.96951,95.13919,44.778009999999995,,87.07428,,,85.43245,,,95.24781999999999,,,,89.76675,14.93017,,,2.75599,4.75218,1.7341400000000002,,3.9144900000000002,8.23652,12.151010000000001,85.06983000000001,99.3411,,2.6591299999999998,1.79095,10.23325,,,7.355,24.57328,75.42671999999999
2006_Slovenia,96.74593,101.39690999999999,93.48585,98.38020999999999,99.9694,93.09515999999999,82.57491999999999,96.64735999999999,91.52821,,92.40693,91.94985,98.09591999999999,99.51406,97.23245,,,98.45782,92.36905,,,,0.46421999999999997,2.76755,,1.90408,5.05802,7.7198899999999995,12.77791,,,11.84719,0.49317,0.60924,7.63095,,4.22835,5.41603,17.16535,82.83465
2006_Spain,104.26955,103.55319,96.33394,110.71628999999999,122.7378,114.41552,68.51604,99.72238,92.81908,,99.56869,95.28137,99.77578000000001,99.84665,99.73793,,,99.98512,87.15581,,96.15871,,2.80705,0.26206999999999997,,0.22421999999999997,6.20442,6.744839999999999,12.94927,,,9.03849,2.54146,,12.84419,,2.50444,4.59416,27.54785,72.35633
2006_Sweden,100.18033,95.64809,94.553,99.80755,102.41305,104.66611999999999,79.3248,95.0788,99.55568000000001,,97.08194,99.5344,95.0788,95.28005999999999,99.53703,,,97.61126999999999,97.63428,,,,,0.46297,,4.9212,5.74678,6.23069,11.97747,,99.90685,12.43233,,,2.36572,,3.06662,1.3894600000000001,26.02511,73.97489
2006_Switzerland,92.14118,101.64602,85.24064,98.3771,81.76084,113.90501,46.38774,92.97381999999999,84.89185,,97.56512,95.73581999999999,,97.82281,99.82866999999999,,,98.42933000000001,79.80063,,,,1.43292,0.17132999999999998,,,6.135680000000001,6.679989999999999,12.815669999999999,,99.76846,,1.43776,,20.199370000000002,,,11.54305,22.97433,76.79391
2006_Thailand,,101.78513000000001,74.5809,87.55553,57.933240000000005,90.4208,44.82731,98.88327,69.58662,,86.94308000000001,90.39741,98.89194,98.89194,95.7028,,,,46.213809999999995,,,86.71401999999999,,4.2972,13.698479999999998,1.10806,6.08571,4.44998,10.535689999999999,,,6.62511,8.985560000000001,,53.786190000000005,,15.50506,29.039440000000003,,
2006_Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006_Tunisia,97.53276,109.77481,77.72634000000001,96.51326999999999,70.65026,110.69171000000001,32.49909,97.40633000000001,,,95.03163,,98.63006,98.63006,,,,,,,,,6.05211,,,1.36994,6.52346,6.08699,12.61045,,,,6.9821100000000005,18.593420000000002,,,,,,
2006_Turkey,101.20305,102.62601,76.77503,94.73657,77.58426,98.24205,36.922740000000005,98.05828000000001,78.89823,,90.31744,90.50492,98.05828000000001,98.05828000000001,95.34832,,,97.13988,64.79964,3.1400900000000003,,,2.53105,4.651680000000001,2.9599900000000003,1.9417200000000001,5.1361300000000005,5.272480000000001,10.408610000000001,96.85991,98.91176999999999,6.16929,2.2421900000000003,3.17784,35.200359999999996,,11.586739999999999,19.94042,22.42009,76.92426999999999
2006_United Arab Emirates,,,,,,85.23286999999999,,,,70.35508,,,,,,,,,,2.07438,90.9792,70.37343,1.96085,,4.08251,,,,,97.92562,99.63031,,1.96048,3.73611,,,,,,
2006_United Kingdom of Great Britain and Northern Ireland,,104.98285,89.0537,101.19944,97.38555,99.3521,59.079640000000005,98.34721,92.3187,,98.1131,95.51028000000001,99.5574,99.55858,98.63639,,,99.48058,90.56175,,,,,1.36361,,0.4426,6.30844,6.87662,13.18505,,,,,,9.43825,,3.56756,6.03263,21.77257,76.76799
2006_United States of America,108.2085,102.20104,,98.3067,88.4364,101.07075,,95.38113,88.97569,,81.40581,,96.82341,99.30372,99.54269000000001,,,96.98994,90.22148,,,,,,,,6.11142,5.68644,11.79786,,,13.14373,,,,,,,16.45358,83.54642
2006_Uruguay,104.67463000000001,115.30108999999999,90.74723,108.01953999999999,92.8619,108.53708,46.0488,99.72325,,,81.22608000000001,,99.94731999999999,99.94731999999999,,,,,,13.57606,,96.05767,7.0109,,19.2673,0.05268,6.891539999999999,6.04906,12.9406,86.42394,78.52601999999999,8.02865,6.8442300000000005,17.48858,,,,,,
2006_Viet Nam,100.346,97.45759,,,,87.97246,16.64698,91.16492,,80.19229,,,91.75573,92.88295,,,,,,,,,1.0268899999999999,,,8.24427,4.81781,,,,,,,,,,,,,
2009_Albania,86.82051,93.50648000000001,72.69623,88.99672,74.47287,95.22795,33.63087,85.70959,,84.71734000000001,67.01498000000001,,85.70959,87.43356,,,,,,6.227,90.53079,87.54911,1.37017,,1.40632,14.290410000000001,4.61602,6.0359300000000005,10.65196,93.773,98.08978,,0.92206,1.5091299999999999,,,,,,
2009_Algeria,106.03471,112.25466000000002,76.83635,100.08124000000001,49.38126,129.60584,29.762929999999997,97.41131,,,98.82186,,98.96613,98.96613,,,,,,31.180809999999997,,,10.84769,,21.64329,1.03387,5.559159999999999,6.50433,12.06348,68.81919,98.91325,,7.60955,15.161179999999998,,,,,24.01219,74.90021999999999
2009_Argentina,105.01836999999999,118.21313,97.60306,108.57175,71.49263,126.45076999999999,70.53369,99.02026,82.40929,80.85296,98.56434,81.84894,99.43531999999999,99.71544,97.54278000000001,55.27756,107.04619,97.99983,83.43711,19.0853,113.12195,77.11695999999999,5.13591,2.45722,12.45485,0.5646800000000001,7.11993,5.9636,13.08353,80.9147,95.87691,11.07325,4.64832,11.76896,16.56289,46.97599,5.03242,9.54612,14.453570000000001,85.12875
2009_Australia,,105.44926000000001,,,,,,96.69139,,,80.9072,,96.82278000000001,99.32308,,,,,,,,,,,,3.17722,7.363169999999999,,,,,12.47831,,,,,,,17.27754,82.48464
2009_Austria,,100.23761999999999,93.93524000000001,99.85148000000001,97.24038,102.38815,68.13600000000001,,87.97066,,,86.74069,,,98.33939000000001,,,,95.23876,0.69205,,,,1.66061,,,3.9769699999999997,7.898860000000001,11.87583,99.30795,,11.743360000000001,,,4.76124,,,3.28902,30.22236,69.62086
2009_Belgium,94.19609,102.12699,113.94241000000001,130.36672,167.89618000000002,133.25609,65.26719,97.48146,93.46628,82.72431999999999,92.19626,83.4215,97.77111,98.64315,96.03386,86.43004,,98.20227,98.63883,0.09725,,,3.29742,3.96614,8.39207,2.2288900000000003,6.11701,9.15707,15.274070000000002,99.90275,,11.09033,3.26297,6.56203,1.36117,,2.2179900000000004,2.2078599999999997,16.36946,79.93123
2009_Brazil,,131.16516000000001,86.9796,108.82937,89.30629,102.03144,37.0384,95.52765,78.79924,,90.59033000000001,76.6969,96.58508,96.58508,98.96988,,,,83.85313000000001,27.80098,,,10.8305,1.0301200000000001,16.21,3.4149199999999995,5.23517,6.8364199999999995,12.071589999999999,72.19901999999999,,6.82304,9.14488,18.01015,16.14687,,5.9979,7.40458,12.77501,82.3008
2009_Bulgaria,105.23745,109.78166,79.96161,94.52374,91.72369,84.94147,54.23975,97.75161,83.42115,,98.29677,86.50388000000001,99.31043000000001,99.63684,89.17007,,,95.86153,81.88373,47.31174,,,1.5949799999999998,10.829930000000001,2.41687,0.68957,4.37384,7.06625,11.44009,52.68826,98.80542,10.57216,0.61837,2.7755,18.11627,,10.980139999999999,14.89245,19.88997,80.11003000000001
2009_Canada,98.99911999999999,98.90504,88.68817,100.88554,103.31492,100.99651,63.115919999999996,,,,,,,,,,,,,,,,,,,,5.9343,6.1548300000000005,12.08913,,,,,,,,,,,
2009_Chile,95.29245999999999,104.63231999999999,86.71602,98.28283,87.74525,101.95577,60.99371,92.60632,86.73595,,82.92084,81.45607,92.85497,94.16754,96.66646999999999,,,93.18129,90.13776999999999,,,,,3.33353,,7.14503,6.26881,5.52859,11.7974,,,11.05348,,,9.86223,,7.451560000000001,7.73695,20.97281,79.02145
2009_China,109.72538,109.36209,67.68296,95.22321,68.52762,102.38462,22.39873,,,,,,,,,,,,,3.07208,,98.67351,0.27986,,0.09783,,6.478190000000001,5.03041,11.508610000000001,96.92792,99.21161,,0.26986,0.11075,,,,,,
2009_Colombia,125.56456000000001,129.68543,88.83776999999999,112.88395,78.85718,109.74855,37.07871,93.2886,77.22238,74.98679,85.30816999999999,78.2748,96.85225,99.73748,99.06607,41.45545,,99.74499,76.88794,17.25067,117.17793,85.47398000000001,1.97816,0.9339299999999999,2.39396,3.14775,6.48458,5.9621,12.44668,82.74933,98.26013,7.2591,1.8653,2.39934,23.11206,,6.09066,8.48118,,
2009_Costa Rica,107.09255,117.0313,,108.81568,74.97867,116.31187,,,,,,,,,,,,,,36.85167,94.53,55.638740000000006,5.0782,,14.79994,,6.9226399999999995,4.963509999999999,11.88615,63.14833,92.02745,8.44047,5.55952,13.15421,,,,,,
2009_Croatia,90.24466,91.78628,81.29411,97.22052,91.42446,108.53368,48.78758,85.90156999999999,96.49712,,89.47194,97.77784,91.50279,91.65297,98.82516,,,98.29704,92.88320999999999,0.90149,,,0.19634000000000001,1.1748399999999999,0.62863,8.49721,3.69434,8.02262,11.71695,99.09851,99.69721,,0.27785,0.22864,7.116789999999999,,5.59512,4.1902,24.55116,75.44884
2009_Cyprus,106.85728,105.36476,84.95283,101.50494,95.18361,101.87023,52.003890000000006,98.74389000000001,95.52999,,96.91906999999999,96.198,99.14474,99.62720999999999,99.66127,,,99.86392,94.81200000000001,0.8888299999999999,,,0.19879000000000002,0.33873000000000003,0.7961699999999999,0.85526,6.3011,5.90333,12.20443,99.11117,99.90313,11.2861,0.17014,0.79306,5.188,,1.9667400000000002,2.86443,13.688629999999998,86.31137
2009_Czechia,104.12852,105.97945,86.46304,97.73026999999999,91.42788,96.82536999999999,61.07872,,,,,,,,,,,,,9.75652,,,0.63042,,1.05298,,5.26406,7.5084800000000005,12.77254,90.24348,99.35526999999999,12.310780000000001,0.6441,1.12188,,,,,24.514020000000002,71.11814
2009_Denmark,100.50188,99.56390999999999,99.39958,108.87593999999999,119.29648999999999,116.69242,74.28329000000001,95.99636,89.83615,,82.77016,93.67402,96.42951,99.07224000000001,99.86988000000001,,,99.35331,85.97304,1.11514,,,0.18789,0.13012,0.60119,3.57049,5.96494,7.22957,13.194510000000001,98.88486,99.92433,12.73253,0.19723,0.8205399999999999,14.02696,,5.28951,6.969010000000001,18.94045,81.05955
2009_Dominican Republic,105.84733999999999,111.8577,,96.62856,75.22421999999999,92.01902,,89.54384,64.31607,47.4503,87.00129,61.68275,95.30545,95.90677,91.08615,52.46079,,94.01100000000001,70.32411,5.80701,90.91444,79.3328,6.8296399999999995,8.91385,6.80675,4.69455,6.7214,4.88138,11.602780000000001,94.19299000000001,91.0564,,7.18945,7.22918,29.675890000000003,,13.530560000000001,22.65363,,
2009_Estonia,103.42211999999999,103.0915,92.3322,102.90481,103.57565,101.77965,66.6514,93.77424,91.26041,,,92.1154,96.09571,99.13932,94.21842,,,99.4975,93.75153,0.65398,,,0.64978,5.78158,2.5631,3.90429,6.18401,6.09055,12.274560000000001,99.34602,99.82679,13.47219,0.58317,2.9538900000000003,6.248469999999999,,5.1332,6.03834,22.69997,77.30003
2009_Finland,99.41265,99.21413000000001,99.88018000000001,103.59004,115.97373,98.94837,91.29122,97.87129,94.24573000000001,,95.73735,95.4763,98.01625,98.31777,97.65194,,,98.07817,93.23628000000001,0.14222,,,0.40701,2.34806,0.49451999999999996,1.98375,5.9473400000000005,6.45964,12.40697,99.85778,99.93988,12.28551,0.40786999999999995,0.46843999999999997,6.763719999999999,,3.34815,4.55965,28.47659,71.52341
2009_France,,103.04114,89.43579,104.88933,109.66693000000001,103.60621,52.7731,97.70589,92.6832,,98.21721,93.34129,98.38524,99.10649000000001,99.30693000000001,,,99.03087,93.14829,1.36427,,,,0.69307,4.05324,1.61476,5.15888,7.3956100000000005,12.55448,98.63573000000001,,10.82356,,4.554209999999999,6.851710000000001,,2.62833,3.3686300000000005,27.02155,72.97845
2009_Georgia,101.35085,101.64399999999999,70.47906,92.36759,81.66086999999999,89.98484,25.722579999999997,94.6559,78.83109,78.6073,85.48594,79.04279,95.00442,95.00442,89.20687,69.65111,,,83.45454000000001,1.27234,101.75986999999999,83.81788,0.09266,10.79313,0.20374,4.99558,6.02925,5.0996,11.12885,98.72766,99.76815,,0.095,0.13862,16.545460000000002,,10.10474,13.86675,,
2009_Germany,100.59495,103.33046999999999,,103.1168,103.66265,102.68571,,97.31409000000001,,,95.30004,,99.67338000000001,99.67338000000001,,,,,,,,,0.55208,,,0.32661999999999997,4.1330800000000005,9.09795,13.231029999999999,,,13.74119,0.49368,,,,,,,
2009_Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_Hungary,101.79043,101.0701,89.72208,97.63895,96.26556,96.22338,64.60862,91.91019,89.17854,,95.67661,93.00298000000001,97.49913000000001,98.49735,96.00263000000001,,,94.74861,90.33136999999999,,,,1.98968,3.9973699999999996,,2.50087,4.0403400000000005,7.725169999999999,11.76551,,99.82177,12.10125,1.80843,,9.66863,,5.6906099999999995,6.985930000000001,16.88593,83.11407
