Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)",pisa_math,pisa_reading,pisa_science,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2009_Belgium,94.19609,102.12699,113.94241,130.36672,167.89618000000004,133.25609,65.26719,97.48146,93.46628,82.72431999999998,92.19626,83.4215,97.77111,98.64315,96.03386,86.43004,,98.20227,98.63883,0.09725,,,3.29742,3.96614,8.39207,2.2288900000000003,6.11701,9.15707,15.274070000000002,99.90275,,11.09033,3.26297,6.56203,1.36117,,2.2179900000000004,2.20786,16.36946,79.93123,515.0,506.0,507.0,,11.847319602966301,22.4258708953857,,,,,,96.26788330078129,97.04615020751949,,,,
2009_Brazil,,131.16516,86.9796,108.82937,89.30629,102.03144,37.0384,95.52765,78.79924,,90.59033,76.6969,96.58508,96.58508,98.96988,,,,83.85313000000002,27.80098,,,10.8305,1.03012,16.21,3.4149199999999995,5.23517,6.83642,12.07159,72.19901999999998,,6.82304,9.14488,18.01015,16.14687,,5.9979,7.40458,12.77501,82.3008,386.0,412.0,,5.463550090789791,14.723690032959,15.988690376281701,27.8409690856934,44.608470916748,20.1127490997314,32.378810882568395,19.7558708190918,93.1786727905273,86.3871002197266,94.5865707397461,94.6043701171875,90.29821014404301,98.0655364990234
2009_Bulgaria,105.23745,109.78166,79.96161,94.52374,91.72369,84.94147,54.23975,97.75161,83.42115,,98.29677,86.50388000000002,99.31043,99.63684,89.17007,,,95.86153,81.88373,47.31174,,,1.5949799999999998,10.82993,2.41687,0.68957,4.37384,7.06625,11.44009,52.68826,98.80542,10.57216,0.61837,2.7755,18.11627,,10.98014,14.89245,19.88997,80.11003000000002,428.0,429.0,,4.28574991226196,12.656749725341802,20.6942195892334,23.909349441528306,40.616050720214794,23.1631393432617,18.6071605682373,22.5443992614746,90.99803924560551,87.6324462890625,90.7022933959961,89.8118209838867,,
2009_Canada,98.99912,98.90504,88.68817,100.88554,103.31492,100.99651,63.11592,,,,,,,,,,,,,,,,,,,,5.9343,6.1548300000000005,12.08913,,,,,,,,,,,,527.0,524.0,529.0,4.85264015197754,12.483639717102099,36.068611145019496,40.1966514587402,,,,,90.9261932373047,88.3651504516602,,,,
2009_Chile,95.29246,104.63232,86.71602,98.28283,87.74525,101.95577,60.99371,92.60632,86.73595,,82.92084,81.45607,92.85497,94.16754,96.66647,,,93.18129,90.13777,,,,,3.33353,,7.14503,6.26881,5.52859,11.7974,,,11.05348,,,9.86223,,7.4515600000000015,7.73695,20.97281,79.02145,421.0,449.0,447.0,4.23064994812012,17.0356101989746,15.6017198562622,12.677249908447301,35.2323608398438,16.414909362793,36.38674926757809,16.074630737304698,97.0307998657227,94.9377899169922,97.65161895751949,97.9178009033203,98.55368041992192,98.8723831176758
2009_China,109.72538,109.36209,67.68296,95.22321,68.52762,102.38462,22.39873,,,,,,,,,,,,,3.07208,,98.67351,0.27986,,0.09783,,6.4781900000000014,5.03041,11.50861,96.92792,99.21161,,0.26986,0.11075,,,,,,,,,,,,,,,,,,,,,,,
2009_Colombia,125.56456,129.68543,88.83776999999998,112.88395,78.85718,109.74855,37.07871,93.2886,77.22238,74.98679,85.30816999999998,78.2748,96.85225,99.73748,99.06607,41.45545,,99.74499,76.88794,17.25067,117.17793,85.47398000000003,1.97816,0.93393,2.39396,3.14775,6.48458,5.9621,12.44668,82.74933,98.26013,7.2591,1.8653,2.39934,23.11206,,6.09066,8.48118,,,381.0,413.0,,4.74742984771729,16.081169128418,19.593730926513697,26.900680541992198,35.014289855956996,15.1228904724121,38.407218933105504,15.6267004013062,,,100.0,100.0,93.24468994140629,97.9374313354492
2009_Costa Rica,107.09255,117.0313,,108.81568,74.97867,116.31187,,,,,,,,,,,,,,36.85167,94.53,55.63874000000001,5.0782,,14.79994,,6.92264,4.9635099999999985,11.88615,63.14833,92.02745,8.44047,5.55952,13.15421,,,,,,,,,,6.046350002288821,,18.9862499237061,,31.2865505218506,20.9338302612305,41.2466888427734,21.053430557251,,,96.4930572509766,94.38323974609379,,
2009_Croatia,90.24466,91.78628,81.29411,97.22052,91.42446,108.53368,48.78758,85.90156999999998,96.49712,,89.47194,97.77784,91.50279,91.65297,98.82516,,,98.29704,92.88321,0.90149,,,0.19634,1.17484,0.62863,8.49721,3.69434,8.02262,11.71695,99.09851,99.69721,,0.27785,0.22864,7.116789999999999,,5.59512,4.1902,24.55116,75.44884,460.0,476.0,,4.38924980163574,9.22725963592529,18.8506393432617,26.3511600494385,,,,,92.17807006835942,82.7827987670898,,,,
2009_Cyprus,106.85728,105.36476,84.95283,101.50494,95.18361,101.87023,52.00389000000001,98.74389,95.52999,,96.91907,96.198,99.14474,99.62721,99.66127,,,99.86392,94.812,0.8888299999999999,,,0.19879,0.33873000000000003,0.7961699999999999,0.85526,6.3011,5.90333,12.20443,99.11117,99.90313,11.2861,0.17014,0.79306,5.188,,1.96674,2.86443,13.688629999999998,86.31137,,,,7.2062201499939,17.2012500762939,25.7650203704834,48.4175491333008,41.3894691467285,37.3322601318359,27.7002105712891,28.886760711669893,88.0695266723633,79.5215682983398,90.7623062133789,88.1036529541016,,
2009_Czechia,104.12852,105.97945,86.46304,97.73027,91.42788,96.82537,61.07872,,,,,,,,,,,,,9.75652,,,0.63042,,1.05298,,5.26406,7.50848,12.77254,90.24348,99.35527,12.31078,0.6441,1.12188,,,,,24.51402,71.11814,493.0,478.0,500.0,4.17127990722656,9.43733024597168,23.222730636596694,24.270029067993196,46.3852691650391,23.271789550781303,15.9115896224976,15.0532703399658,88.84197998046879,89.3478164672852,89.8122711181641,87.9397506713867,,
2009_Denmark,100.50188,99.56391,99.39958,108.87594,119.29649,116.69242,74.28329000000002,95.99636,89.83615,,82.77016,93.67402,96.42951,99.07224,99.86988,,,99.35331,85.97304,1.11514,,,0.18789,0.13012,0.60119,3.57049,5.96494,7.22957,13.19451,98.88486,99.92433,12.73253,0.19723,0.8205399999999999,14.02696,,5.28951,6.969010000000001,18.94045,81.05955,503.0,495.0,499.0,8.44888019561768,14.9441699981689,27.6409606933594,54.986358642578104,33.690071105956996,31.8793792724609,24.356689453125,27.951759338378896,94.1465911865234,,94.29647827148442,90.7194671630859,,
2009_Dominican Republic,105.84734,111.8577,,96.62856,75.22421999999997,92.01902,,89.54384,64.31607,47.4503,87.00129,61.68275,95.30545,95.90677,91.08615,52.46079,,94.011,70.32411,5.80701,90.91444,79.3328,6.82964,8.91385,6.80675,4.69455,6.7214,4.88138,11.60278,94.19299,91.0564,,7.18945,7.22918,29.675890000000006,,13.53056,22.65363,,,,,,,,,,,6.90383005142212,,6.864520072937009,,,88.9826278686523,87.9985733032227,,
2009_Estonia,103.42212,103.0915,92.3322,102.90481,103.57565,101.77965,66.6514,93.77424,91.26041,,,92.1154,96.09571,99.13932,94.21842,,,99.4975,93.75153,0.65398,,,0.64978,5.78158,2.5631,3.90429,6.18401,6.09055,12.27456,99.34602,99.82679,13.47219,0.58317,2.9538900000000003,6.248469999999998,,5.1332,6.03834,22.69997,77.30003,512.0,501.0,528.0,5.954150199890139,12.9300899505615,22.0696506500244,21.9366302490234,40.254909515380895,29.0146999359131,25.1119003295898,25.8216400146484,,,,,,
2009_Finland,99.41265,99.21413,99.88018,103.59004,115.97373,98.94837,91.29122,97.87129,94.24573,,95.73735,95.4763,98.01625,98.31777,97.65194,,,98.07817,93.23628,0.14222,,,0.40701,2.34806,0.49452,1.98375,5.9473400000000005,6.45964,12.40697,99.85778,99.93988,12.28551,0.40787,0.46844,6.763719999999998,,3.34815,4.55965,28.47659,71.52341,541.0,536.0,554.0,6.4851799011230495,11.8433198928833,31.7484703063965,37.050121307373,42.5184288024902,34.3690795898438,19.7926197052002,19.5186500549316,93.74315643310551,96.0742568969727,92.1728286743164,93.0507125854492,,
2009_France,,103.04114,89.43579,104.88933,109.66693,103.60621,52.7731,97.70589,92.6832,,98.21721,93.34129,98.38524,99.10649,99.30693,,,99.03087,93.14829,1.36427,,,,0.69307,4.05324,1.61476,5.15888,7.39561,12.55448,98.63573,,10.82356,,4.5542099999999985,6.8517100000000015,,2.62833,3.3686300000000005,27.02155,72.97845,497.0,496.0,498.0,5.74618005752563,10.0542402267456,22.744249343872102,38.8631591796875,45.2540283203125,28.626600265502898,20.0927791595459,17.9907207489014,89.9898681640625,91.0763931274414,87.68914794921879,91.8337936401367,,
2009_Georgia,101.35085,101.644,70.47906,92.36759,81.66086999999997,89.98484,25.72258,94.6559,78.83109,78.6073,85.48594,79.04279,95.00442,95.00442,89.20687,69.65111,,,83.45454000000002,1.27234,101.75987,83.81788,0.09266,10.79313,0.20374,4.99558,6.02925,5.0996,11.12885,98.72766,99.76815,,0.095,0.13862,16.545460000000002,,10.10474,13.86675,,,,,,3.22238993644714,8.998250007629391,,,,,,,,,,,,
2009_Germany,100.59495,103.33047,,103.1168,103.66265,102.68571,,97.31409,,,95.30004,,99.67338,99.67338,,,,,,,,,0.55208,,,0.32662,4.1330800000000005,9.09795,13.23103,,,13.74119,0.49368,,,,,,,,513.0,497.0,520.0,4.88047981262207,10.258239746093803,26.4415798187256,,46.202598571777294,23.8578701019287,13.5490303039551,17.18869972229,91.8184280395508,89.8590774536133,92.9248275756836,91.65090942382808,,
2009_Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,483.0,470.0,,,,,,,,,,,,,93.9051132202148,99.4910888671875
2009_Hungary,101.79043,101.0701,89.72208,97.63895,96.26556,96.22338,64.60862,91.91019,89.17854,,95.67661,93.00298,97.49913,98.49735,96.00263,,,94.74861,90.33137,,,,1.98968,3.99737,,2.50087,4.0403400000000005,7.7251699999999985,11.76551,,99.82177,12.10125,1.80843,,9.66863,,5.69061,6.9859300000000015,16.88593,83.11407,490.0,494.0,503.0,4.96436023712158,9.8643798828125,22.0575294494629,27.597509384155305,40.639820098877,22.1380996704102,16.8813495635986,21.5642395019531,91.57745361328129,84.11634826660159,94.1165084838867,94.38184356689449,,
2009_Iceland,97.57794,99.87624,95.96676,103.35525,115.17041,95.27499,74.41175,99.60574,87.03614,,97.52998,95.72166,99.68921,99.71592,95.83333,,,98.58225,80.95366,1.31326,,,,4.16667,,0.31079,6.99262,7.48733,14.47995,98.68674,99.92897,,,,19.04634,,6.737419999999998,12.57212,14.67014,85.32986,507.0,500.0,496.0,7.30666017532349,15.160240173339801,20.3973999023438,28.056079864502,31.964599609375,21.2079391479492,32.608428955078104,25.413650512695302,92.2178497314453,99.9460678100586,93.01083374023442,89.5283889770508,,
2009_Indonesia,111.29729,109.18805,71.49764,91.18019,60.74026,84.68446999999998,22.37511,94.31285,63.17171999999999,,92.49169,73.03015,97.4071,97.4071,80.11362,,,91.69772,55.08003000000001,1.59509,,65.58114,3.55151,19.88638,0.55028,2.5929,6.54023,4.36901,10.90924,98.40491,89.84454000000002,7.35266,3.35655,0.5905699999999999,44.91997,,17.301170000000006,32.32072,,,371.0,402.0,,3.52513003349304,19.3084392547607,12.1656398773193,21.122360229492198,25.4962501525879,11.0197496414185,47.945770263671896,13.5286598205566,89.8113632202148,78.3651885986328,93.3588485717773,89.2355575561523,92.5817031860352,99.4737396240234
2009_Ireland,102.70499,102.79597,97.58608,107.09109,127.13066,105.44979,56.50398000000001,95.46813,95.8761,,99.32226,97.00852,99.97364,99.97364,98.86857,,,,94.4108,1.0308700000000002,,,0.6437,1.13143,0.40182,0.02636,8.20058,5.66,13.86058,98.96913,,,0.66775,0.28423000000000004,5.5892,,1.11667,2.97016,21.18731,77.42562,487.0,496.0,508.0,6.13522005081177,13.0517797470093,23.7471008300781,36.0523796081543,33.647171020507805,28.6715602874756,35.754730224609396,19.9442195892334,91.46617889404301,88.9610595703125,94.06124877929692,90.4565963745117,,
2009_Israel,99.57136,102.88811,92.09853,102.46729,110.35148999999998,94.04449,62.4523,96.90716,98.39646,,82.30194,94.50173,96.96839,99.9098,99.80283,,,99.24828,97.51352,8.37583,,,1.16284,0.19717,1.73547,3.03161,6.19286,6.12885,12.32171,91.62417,99.98584,12.59405,1.2903,1.53637,2.48648,,2.22225,1.31329,,,447.0,474.0,455.0,5.49584007263184,13.2111196517944,17.3158397674561,20.7811393737793,26.8460292816162,15.911600112915002,38.1564292907715,19.9688892364502,92.1334609985352,86.6220703125,91.62976837158199,90.1981582641602,,
2009_Italy,100.43795,102.48801,91.5109,101.25014,97.75593,105.23977,66.65395,97.59384,94.18045,,98.04351,97.79389,99.14546,99.46936,99.45315,,,99.11671,92.41677,0.48349,,,0.3081,0.54685,4.477119999999998,0.85454,5.12314,8.03776,13.1609,99.51651,99.94359,9.61182,0.31126,3.44726,7.58323,,3.43942,5.00108,,,483.0,486.0,489.0,4.53631019592285,8.867170333862301,18.270000457763697,24.3460693359375,43.1121711730957,25.256759643554698,25.1790504455566,23.942579269409197,94.76439666748051,91.02822875976558,96.62242889404301,95.3175811767578,,
2009_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,520.0,539.0,,,,,,,,,,,,,,
2009_Jordan,,,,,,,41.76881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,405.0,,,,,,,,,,,,,,,
2009_Kazakhstan,106.34473,107.65575,,,,99.72353,,89.47243,,90.80748,98.11888,97.96922,99.43431,99.85816,99.0408,,,,,0.95021,106.31098,95.16807,0.07361000000000001,0.9592,0.06662,0.5656899999999999,4.2859300000000005,,,99.04979,99.82524,10.98472,0.05836,0.10808,,,,,,,405.0,390.0,,3.06071996688843,13.040900230407699,13.1338396072388,,,,,,91.02017211914058,89.39427947998051,,,99.7324066162109,99.8345108032227
2009_Latvia,101.0528,102.9181,90.45179,100.857,94.14112,106.68049,73.05489,96.75487,89.64194,,90.43487,91.86081,97.69003,99.1243,99.75539,,,98.79446,89.94816,,,,2.5351,0.24461,,2.30997,6.12777,5.88039,12.00817,,98.80247,12.4835,2.11755,,10.05184,,4.4389400000000006,5.92284,14.29615,85.58465,482.0,484.0,494.0,5.57353019714355,13.025139808654801,13.957550048828098,12.3723201751709,40.2372589111328,29.997989654541,28.1889591217041,29.1241397857666,87.3064804077148,96.2065887451172,89.1208267211914,87.0641098022461,,
2009_Lebanon,104.3553,103.9988,77.59695,89.8512,68.70195,86.21812,48.97539,90.84987,70.76396,66.85406,95.45379,68.48375,91.79796,92.4845,84.23886999999998,56.73339,,89.52716,74.13197,19.97211,81.2228,49.54102,8.97378,15.76113,12.25568,8.20204,6.22538,4.6438,10.86917,80.02789,97.05785,,8.041910000000001,12.32387,25.86803,,14.93139,20.87551,25.13249,74.85605,,,,1.7618499994278,5.5029997825622585,26.6466007232666,9.83633995056152,,,,,,,,,91.1841888427734,99.24334716796879
2009_Lithuania,100.66488,99.94983,99.93176,103.43577,106.37324,104.10731,89.25216999999998,95.73237,97.24047,,97.00661,98.39189,99.16689,99.88571,99.44594,,,99.81004,96.73217,,,,0.60851,0.55406,,0.83311,4.0083,8.37198,12.38028,,99.23693,11.52735,0.50503,,3.26783,,1.1941,1.33081,22.34538,77.65462,477.0,468.0,,5.57741022109985,12.7776098251343,20.1457405090332,16.053489685058597,52.30453872680661,25.675630569457997,12.969670295715304,17.6623497009277,96.0903167724609,91.38186645507808,97.3046493530273,96.6428680419922,,
2009_Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42818,,,,,,,,,489.0,472.0,484.0,,,,,,,,,,,85.53302001953129,84.5740203857422,,
2009_Malaysia,97.10515,99.18632,74.08766,87.7547,62.77911999999999,90.21517,35.79298,96.38182,74.42645,,96.30372,89.39703,96.38182,96.38182,90.08851,,,96.38182,65.20444,9.27875,83.35817,86.09271,,9.91149,,3.61818,5.95078,4.5899,10.54068,90.72125,95.54515,9.61394,,,34.795559999999995,,13.05505,22.29475,37.72045,61.63892,,,,5.97418022155762,18.4646301269531,35.9442901611328,59.2380790710449,32.8058090209961,21.2494297027588,27.6763095855713,14.133069992065401,84.50389099121091,70.6447296142578,92.6884994506836,91.6332778930664,,
2009_Malta,94.03579,93.38077,,,,102.50486,35.17738,,,,,89.16375,,,,,,,,21.92198,,,1.39823,,0.47052,,5.5396800000000015,,,78.07802,,,,0.5350199999999999,,,,,15.04923,84.95076999999998,,,,5.17037010192871,12.344940185546902,21.8542308807373,45.022819519043,47.273250579834006,,21.982990264892607,19.000659942627,94.3916168212891,96.44094848632808,91.6530532836914,97.4516067504883,,
2009_Mexico,109.36235,104.58855,75.21342,94.29643,58.12042,108.35779,25.3229,95.45242,67.8166,,98.2508,80.36896,96.97848,97.15268,91.03171,,,94.97495,56.13801,11.44642,,,3.61516,8.96829,0.8779,3.02152,6.2824,5.09393,11.37633,88.55358000000003,95.30712,8.23634,3.43836,0.89874,43.86199000000001,,14.37754,26.13867,25.92022,73.88174000000002,419.0,425.0,416.0,5.18794012069702,18.665119171142603,20.0025100708008,43.8375396728516,30.248010635376,15.681770324707001,36.21646118164061,14.543829917907699,95.9171600341797,93.56195068359379,96.41921997070308,97.3613662719727,93.4418792724609,98.524658203125
2009_Montenegro,102.71118,115.85017,86.44925,103.3008,87.25274,108.34142,49.22497,,,,,,,,,,,,,,,,,,,,4.65235,7.80179,12.45415,,,,,,,,,,,,403.0,408.0,,,,,,,,,,,,,,,
2009_Netherlands,,108.44307,98.92297,114.58257,115.47172,125.80757,61.16654000000001,99.79756,87.6325,,99.81766,81.71538000000002,,99.99929,97.32959,,,,95.86281,,,,,2.67041,,,6.50347,7.238110000000002,13.74158,,,11.96611,,,4.13719,,,3.4086300000000005,,,526.0,508.0,522.0,5.49579000473022,11.613610267639196,,,,,,,87.8541488647461,91.4051666259766,85.99539184570308,87.22386932373051,,
2009_New Zealand,,101.06303,,114.24481000000002,151.12748,103.60552,,,,,,,,,,,,,,,,,,,,,6.06352,8.85613,14.91965,,,,,,,,,,,,519.0,521.0,532.0,6.281169891357419,15.3594303131104,,,,,,,,,,,,
2009_North Macedonia,93.07265,87.47152,69.73625,83.22963,73.27159,89.5364,39.29557,85.17813000000002,,,88.94119,,91.96186,92.82898,,,,,,4.00738,,,0.2036,,0.8366600000000001,8.03814,4.3848699999999985,6.48079,10.86566,95.99262,,,0.16092,0.64535,,,,,21.78916,78.21084,,,,,,,,,,,,,,,,,
2009_Norway,97.30981,99.1536,97.18599,104.86956,124.73798,98.1563,73.17815,99.1536,95.73493,,97.30981,98.22472,99.15383,99.26117,98.22472,,,98.94038,93.33115,0.36801,,,,1.77528,,0.8461700000000001,6.9394399999999985,6.730860000000002,13.6703,99.63199,99.93123,12.67499,,,6.66885,,2.42161,4.19699,15.7996,84.01076,498.0,503.0,500.0,7.095439910888669,15.6405696868896,30.431739807128896,47.5483512878418,35.1220092773438,28.3046607971191,26.0556697845459,20.918039321899396,87.53482055664058,94.0686264038086,85.39849853515629,85.8697128295898,,
2009_Peru,103.37157,111.10525,,103.04712,78.29011,103.58901,,96.14603,79.915,,92.97733,77.76268,98.88054,99.05297,99.46464,,,97.25277,81.25058,16.47008,,77.78075,6.74171,0.5353600000000001,6.49723,1.11946,6.66722,4.6733699999999985,11.34058,83.52991999999998,96.65637,8.41722,6.15017,6.12141,18.74942,,4.19201,7.86981,,,365.0,370.0,,3.13994002342224,14.596309661865199,14.381839752197301,,33.4783706665039,11.461299896240199,40.3786010742188,9.70847988128662,80.8135604858398,79.7508773803711,80.3608779907227,82.1284637451172,,
2009_Poland,97.42946,95.59743,88.06385999999998,95.99943,97.50419,95.005,72.36704,94.15183,90.33089,,95.33537,89.99665999999998,94.28545,94.75294,91.96886,,,93.71627,91.1113,,,,0.97909,8.031139999999999,,5.71455,5.7297699999999985,5.74735,11.47713,,99.0431,12.09677,0.7628699999999999,,8.8887,,7.26703,8.48015,,,495.0,500.0,508.0,4.98909997940063,11.0764799118042,21.0209999084473,18.610179901123,36.89907836914061,23.742389678955107,31.043140411377,25.7535800933838,92.4136123657227,86.89759063720699,94.85150146484379,92.8378219604492,,
2009_Portugal,104.51,112.6607,94.82378,108.96613,96.96528,113.85955,62.25696,99.19343,,,96.27809,,99.36942,99.92847,,,,,,,,,,,,0.63058,6.75298,6.32071,13.07369,,,7.93743,,,,,,,30.08108,69.91892,487.0,489.0,493.0,5.562139987945559,11.074810028076199,18.5307998657227,29.203050613403306,44.8768501281738,37.179500579834,27.0151290893555,21.3538703918457,93.75534057617192,94.78003692626949,89.4224472045898,98.0724334716797,,
2009_Qatar,112.17772,107.48435,57.75701,99.89695,75.5031,112.04606,9.86035,92.15388,83.02586,80.70805,91.36954,90.48193,97.07404,98.67675,,61.72991999999999,,99.86323,68.89059,,102.43119,113.73171,0.47492,,,2.92596,6.4172,5.6733,12.0905,,,9.24622,,1.34978,31.10941,,10.60439,18.92947,20.62615,79.1283,368.0,372.0,,3.41315007209778,14.835650444030799,,,14.74059009552,10.498069763183599,17.6384296417236,9.881509780883787,,,,,94.7242889404297,97.75924682617192
2009_Republic of Korea,93.8026,101.94084,100.2421,98.62381,92.66911,99.3,104.21352,99.43317,94.57903,95.40425,77.68531,95.86702,99.59206,99.61633,99.42571,89.92891,,99.83321,92.84944,,,,,0.57429,,0.40794,6.07573,5.7590900000000005,11.83482,,,11.15243,,,7.1505600000000005,,2.34997,3.94239,31.2428,68.7572,546.0,539.0,538.0,4.6698298454284695,,17.0603103637695,12.202630043029801,38.219978332519496,,32.6350784301758,,83.0018081665039,81.17588806152341,83.3922805786133,83.0023422241211,,
2009_Republic of Moldova,93.89637,93.57756,69.48445,90.06758,87.17121,89.28556999999998,38.29286,87.51561,79.55915,84.65303,85.34861,86.39288,90.03386,91.58588,88.33521,59.13249,,89.5813,66.33881,7.2168800000000015,95.00564,88.2326,0.08255,11.66479,,9.96614,3.73966,6.15993,9.89958,92.78312,98.2471,11.04361,,,33.661190000000005,,16.21375,18.83196,,,,,,9.5097599029541,20.992630004882802,18.0586795806885,45.308780670165994,38.132759094238295,39.3707885742188,17.8856201171875,41.719108581543004,93.6102981567383,95.13452911376949,93.3721771240234,93.5761184692383,,
2009_Romania,97.61432,97.73644,87.84657,96.07785,92.72563,98.36504,69.59979,89.0685,,,89.53947,89.91660999999998,94.41935,95.75123,93.41113,,,93.20025,,7.73544,,,1.68072,6.58887,2.59873,5.58065,3.91313,7.931989999999999,11.84512,92.26456,99.40521,10.622,1.7740900000000002,2.66457,,,,,23.30726,76.69274,427.0,424.0,,4.03671979904175,11.021289825439501,28.2829608917236,21.17453956604,35.7201805114746,15.7739095687866,18.4216899871826,17.699880599975604,86.24990844726558,76.5008010864258,91.2863311767578,93.9051895141602,,
2009_Russian Federation,102.60505,99.22885,83.8464,89.37252,82.4387,86.29738,75.44277,93.93538,,,89.29099000000002,,96.24362,98.97671,,,,,,,,,0.38871,,,3.756380000000001,3.96051,5.94786,9.90838,,,,,0.41624,,,,,28.94748,69.36269,468.0,459.0,,,,,,,,,,,,,,,
2009_Singapore,,,,,,,,,,,,,,,,,,,,,,,0.39375,,,,,,,,,10.5964,,0.6832,,,,,,,562.0,526.0,,3.03184008598328,17.1988697052002,34.416690826416,25.4221496582031,24.8120307922363,15.749850273132301,21.622600555419893,10.585519790649402,91.2412872314453,95.38934326171879,89.49169158935551,85.6421813964844,,
2009_Slovakia,95.76704,102.94847,81.81961,94.54707,90.38744,92.93077,56.04962,,85.71049000000002,,,82.45623,,,93.7767,,,,90.15838,18.06643,,,3.22307,6.2233,1.86092,,4.04254,8.104410000000001,12.14695,81.93356999999997,99.40186,,3.07247,2.19272,9.84162,,,8.00098,21.17191,78.82809,497.0,477.0,490.0,4.01094007492065,9.09838008880615,19.7819004058838,18.186569213867198,47.085731506347706,17.889799118042,18.400569915771502,18.2519207000732,94.3474884033203,90.73314666748051,95.1349411010742,95.3482284545898,,
2009_Slovenia,99.61612,98.63064,94.78384,98.5614,98.94263,97.85549,86.42284000000002,97.65819,93.22713,,95.38283,97.72005,98.07258,98.78719,99.51553,,,99.0396,91.66187,0.77122,,,0.6068899999999999,0.48447,0.68342,1.92742,5.91634,6.86672,12.78306,99.22878,99.42064,12.06111,0.7404,0.6522,8.33813,,3.80056,5.2082,19.25518,80.74481999999998,501.0,483.0,512.0,5.56859016418457,12.304180145263699,24.2513694763184,23.906019210815398,,,,,90.05905151367192,87.8326873779297,,,,
2009_Spain,101.98767,106.85292,99.93269,112.58849,123.19803,115.47992,73.54173,99.64922,93.53488,,98.88639,94.99807,99.71779,99.8234,99.6952,,,99.77258,89.15335,20.17265,,,2.69929,0.3048,13.32453,0.28221,6.41405,6.8338100000000015,13.24786,79.82735,98.6753,9.26062,2.67887,13.83783,10.84665,,2.14095,3.94065,26.40215,72.48979,483.0,481.0,488.0,4.86771011352539,10.632570266723599,22.8292808532715,28.6097602844238,37.500789642334,27.612340927124,25.3039398193359,21.2759399414063,88.45355224609379,81.21681213378909,90.60751342773442,91.9426422119141,97.6792678833008,99.5989990234375
